Dataset,min.histogram.9,var.histogram.0,t_mean.histogram.9,sparsity.histogram.9,worst_node.mean.relative,range.min,elite_nn.mean,random_node.histogram.8.relative,eigenvalues.histogram.9,t4,cov.histogram.0,hubs.histogram.4,two_itemset.histogram.6,nodes_per_level.median,iq_range.histogram.9,leaves_homo.median,nodes_per_level.max,one_nn.max,elite_nn.max.relative,nodes_per_level.histogram.4,one_nn.mean,can_cor.max,naive_bayes.histogram.5,tree_depth.histogram.3,cov.histogram.9,one_nn.sd.relative,one_itemset.histogram.9,elite_nn.histogram.8.relative,impconceptvar.histogram.6,linear_discr.histogram.2.relative,mut_inf.histogram.9,Best
heart-statlog_did53,0.0769230769230769,0.7692307692307693,0.0769230769230769,0.2307692307692307,2.0,1.0,0.3407407407407407,2.5,0.0769230769230769,0.2307692307692307,0.9230769230769232,0.0703703703703703,0.0917917034421888,4.0,0.0769230769230769,490.6666666666667,11.0,0.7037037037037037,1.0,0.0,0.5814814814814815,0.7384089317721091,0.3,0.0879120879120879,0.0128205128205128,4.0,0.02,5.5,0.0925925925925925,2.5,0.1538461538461538,LogisticRegression
hepatitis_c_virus_hcv_for_egyptian_patients_did46850,0.0357142857142857,0.7857142857142857,0.0357142857142857,0.2857142857142857,7.0,1.0,0.2606923157126473,2.5,0.0714285714285714,0.2142857142857142,0.984126984126984,0.1162454873646209,0.0128157426929596,12.0,0.1071428571428571,86202.18181818182,72.0,0.2877697841726618,7.0,0.05,0.2302575331039516,0.1779516468777651,0.2,0.1297297297297297,0.0079365079365079,6.0,0.0711111111111111,2.5,0.2649819494584837,4.0,0.0714285714285714,LogisticRegression
house_16H_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True_did44387,0.0625,0.9375,0.0625,0.0625,2.0,0.076923,0.6460000000000001,2.5,0.0625,0.0625,0.9,0.078,0.0081362476728952,13.0,0.0625,12117.333333333334,28.0,0.705,2.0,0.1875,0.651,0.6038361691573098,0.0,0.1741176470588235,0.0083333333333333,6.0,0.0056818181818181,5.5,0.025,5.0,0.0625,DecisionTree
ilpd-numeric_did41945,0.1,0.7,0.1,0.1,6.0,1.0,0.6275569842197546,2.5,0.1,0.3,0.9333333333333332,0.1012006861063464,0.0128774422735346,6.0,0.1,22155.636363636364,11.0,0.7288135593220338,1.0,0.15,0.6465225014611338,0.3466499759202542,0.1,0.1856540084388185,0.0222222222222222,5.0,0.0140845070422535,6.0,0.0,2.0,0.2,LogisticRegression
ionosphere_did59,0.0588235294117647,0.0294117647058823,0.0294117647058823,0.0294117647058823,2.0,0.0,0.7726190476190475,3.0,0.0294117647058823,0.7058823529411765,0.3885918003565062,0.0883190883190883,0.0,3.0,0.2941176470588235,245.33333333333331,4.0,0.9428571428571428,3.0,0.0,0.8461904761904762,0.7873960178148636,0.2,0.1333333333333333,0.0017825311942959,1.0,0.0094786729857819,3.0,0.0313390313390313,2.5,0.0294117647058823,SVM
jEdit_4.2_4.3_did1048,0.125,0.75,0.125,0.125,4.0,8.0,0.534009009009009,6.0,0.125,0.25,0.8214285714285714,0.05420054200542,0.0067243035542747,10.0,0.125,3296.0,13.0,0.7567567567567568,5.5,0.0,0.5747747747747749,0.3400044435534385,0.1,0.2048780487804878,0.0357142857142857,3.0,0.0204081632653061,2.5,0.3495934959349593,2.0,0.125,KNN
jungle_chess_2pcs_raw_endgame_complete_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True_did44718,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,6.0,0.5605,2.0,0.3333333333333333,1.0,0.2,0.086,0.1057971014492753,17.0,0.3333333333333333,51814.4,83.0,0.8,3.5,0.0,0.7404999999999999,0.5222721403693235,0.1,0.0553907022749752,0.1333333333333333,6.0,0.024390243902439,5.5,0.032,1.0,0.1666666666666666,MLP
kc2_did1063,0.3809523809523809,0.9523809523809524,0.0476190476190476,0.0476190476190476,6.0,2.0,0.7178519593613932,5.5,0.0476190476190476,0.0476190476190476,0.9904761904761904,0.0804597701149425,0.0306254029658284,3.0,0.0476190476190476,2208.0,10.0,0.8301886792452831,2.0,0.0,0.7487663280116111,0.5985821241842396,0.2,0.1167883211678832,0.0047619047619047,2.0,0.0142857142857142,5.5,0.0,6.0,0.2857142857142857,SVM
kdd_ipums_la_97-small_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True_did44392,0.05,0.75,0.05,0.1,2.0,7.0,0.7969999999999999,2.5,0.05,0.1,0.963157894736842,0.0,0.0731675046308547,9.0,0.05,139894.15384615384,23.0,0.84,3.0,0.0869565217391304,0.8055,0.7234444631610536,0.1,0.1896162528216704,0.031578947368421,3.0,0.0393700787401574,5.5,0.138,3.0,0.1,LogisticRegression
machine_cpu_did733,0.3333333333333333,0.6666666666666666,0.1666666666666666,0.1666666666666666,3.0,52.0,0.7992857142857143,2.5,0.1666666666666666,0.1666666666666666,0.9333333333333332,0.124401913875598,0.0828571428571428,2.0,0.1666666666666666,83.2,3.0,1.0,1.0,0.0,0.8571428571428571,0.7915149245764526,0.0,0.1935483870967742,0.0666666666666666,4.0,0.0344827586206896,1.0,0.0,5.5,0.3333333333333333,LogisticRegression
maternal_health_risk_did46600,0.1666666666666666,0.3333333333333333,0.1666666666666666,0.1666666666666666,2.0,5.0,0.5610172781984082,6.0,0.1666666666666666,0.6666666666666666,0.6666666666666666,0.019723865877712,0.008827238335435,9.0,0.1666666666666666,30161.454545454544,20.0,0.9607843137254902,6.0,0.1176470588235294,0.8539895165987188,0.6950460440109741,0.0,0.0557275541795665,0.0666666666666666,6.0,0.0227272727272727,6.0,0.150887573964497,3.0,0.1666666666666666,DecisionTree
mental_health_detection_did46879,0.0,0.0714285714285714,0.1428571428571428,0.2857142857142857,1.0,4.0,0.3555555555555555,3.0,0.0714285714285714,0.2142857142857142,0.0439560439560439,0.0222222222222222,0.0479960415635823,3.0,0.9285714285714286,330.6666666666667,5.0,0.9444444444444444,6.0,0.0,0.4203703703703703,0.4200029889999267,0.0,0.1639344262295081,0.3736263736263736,7.0,0.0606060606060606,3.0,0.0277777777777777,7.0,0.0714285714285714,DecisionTree
mfeat-morphological_did962,0.1666666666666666,0.8333333333333334,0.1666666666666666,0.1666666666666666,1.0,1.4157,0.937,2.5,0.1666666666666666,0.1666666666666666,0.9333333333333332,0.001,0.0318331503841931,2.0,0.1666666666666666,119.46666666666668,3.0,0.995,3.0,0.0,0.9515,0.6262264676124562,0.0,0.0,0.0666666666666666,4.0,0.0208333333333333,6.5,0.0,4.0,0.1666666666666666,LogisticRegression
mu284_did880,0.1,0.8,0.1,0.1,2.0,7.0,0.9508620689655172,3.5,0.1,0.1,0.9333333333333332,0.0880281690140845,0.0632183908045977,1.0,0.1,4.0,1.0,0.896551724137931,5.5,0.0,0.7599753694581282,0.8866359596015013,0.0,0.0,0.0222222222222222,1.0,0.0169491525423728,3.5,0.056338028169014,3.0,0.1,DecisionTree
mw1_did1071,0.027027027027027,0.972972972972973,0.027027027027027,0.027027027027027,6.5,0.65,0.8832317073170731,3.0,0.027027027027027,0.027027027027027,0.996996996996997,0.1563275434243176,0.0056497175141242,3.0,0.027027027027027,341.3333333333333,4.0,0.9,5.0,0.0,0.8660365853658536,0.510496411924461,0.0,0.1269841269841269,0.0015015015015015,4.0,0.0090497737556561,3.0,0.0049627791563275,3.0,0.1081081081081081,SVM
no2_did886,0.2857142857142857,0.8571428571428571,0.1428571428571428,0.1428571428571428,1.0,4.22141,0.544,2.5,0.1428571428571428,0.1428571428571428,0.8571428571428571,0.064,0.1865889212827988,9.0,0.1428571428571428,6656.0,13.0,0.7,3.0,0.0,0.5599999999999999,0.2421766072361809,0.2,0.0858369098712446,0.0476190476190476,7.0,0.0204081632653061,2.5,0.126,5.0,0.1428571428571428,MLP
numerai28.6_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True_did44493,0.0476190476190476,0.1904761904761904,0.1428571428571428,0.0476190476190476,2.0,0.998727255740307,0.5115000000000001,7.0,0.0476190476190476,0.6190476190476191,0.1285714285714285,0.084,0.0140873015873015,15.5,0.0476190476190476,133802.66666666666,30.0,0.54,4.5,0.0384615384615384,0.4845,0.1472822490634596,0.3,0.2247765006385696,0.0428571428571428,7.0,0.0357142857142857,4.0,0.1885,6.0,0.0476190476190476,LogisticRegression
oil_spill_did311,0.0204081632653061,0.979591836734694,0.0204081632653061,0.0204081632653061,6.5,0.0,0.9359871882864332,2.5,0.0204081632653061,0.0204081632653061,0.9965986394557824,0.1099252934898612,0.0020964360587002,3.5,0.0204081632653061,224.0,8.0,0.9574468085106383,6.5,0.4,0.9231754747197436,0.6524794343532829,0.1,0.1159420289855072,0.0008503401360544,6.0,0.0050632911392405,2.5,0.0010672358591248,6.0,0.0204081632653061,LogisticRegression
pc4_did1049,0.027027027027027,0.972972972972973,0.027027027027027,0.027027027027027,5.0,0.67,0.8731176192725554,3.0,0.027027027027027,0.027027027027027,0.996996996996997,0.1378600823045267,0.0083940577317927,5.0,0.027027027027027,5518.222222222223,10.0,0.8493150684931506,5.0,0.2105263157894736,0.8196032120925839,0.5680919104322599,0.1,0.1761658031088082,0.0015015015015015,6.0,0.003125,6.5,0.0109739368998628,6.5,0.027027027027027,LogisticRegression
phoneme_did1489,0.2,0.2,0.2,0.2,3.0,5.426737,0.7213151228862875,2.5,0.2,1.0,0.3,0.1147298297557364,0.0,9.5,0.2,180906.66666666663,57.0,0.9185185185185184,3.0,0.0384615384615384,0.9043304579995892,0.4977938930024684,0.2,0.2889518413597733,0.1,2.0,0.0120481927710843,6.0,0.0,4.0,0.2,KNN
pm10_did750,0.2857142857142857,0.8571428571428571,0.1428571428571428,0.1428571428571428,5.0,4.545420000000001,0.532,6.5,0.1428571428571428,0.1428571428571428,0.9047619047619048,0.062,0.107871720116618,6.5,0.1428571428571428,7281.777777777777,17.0,0.66,6.5,0.1666666666666666,0.5820000000000001,0.0968788090768769,0.5,0.2196078431372549,0.0476190476190476,6.0,0.0204081632653061,2.5,0.136,2.5,0.1428571428571428,DecisionTree
pol_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True_did44382,0.0384615384615384,0.5384615384615384,0.0769230769230769,0.0384615384615384,2.0,34.0,0.6345000000000001,2.5,0.0384615384615384,0.4615384615384615,0.8061538461538461,0.1115,0.0392840891854997,6.0,0.0384615384615384,3640.8888888888887,11.0,0.97,3.0,0.0,0.9445,0.7164662847689026,0.0,0.0944881889763779,0.0092307692307692,2.0,0.0847457627118644,2.5,0.0215,5.5,0.0384615384615384,MLP
prnn_synth_did464,0.5,0.5,0.5,0.0,1.0,1.28449127,0.764,3.0,0.5,1.0,0.0,0.024,0.1388888888888889,3.5,0.5,731.4285714285714,6.0,0.96,2.0,0.25,0.8520000000000001,0.7225383418837364,0.0,0.1012658227848101,0.0,4.0,0.6666666666666666,3.0,0.0,2.5,0.5,SVM
pwLinear_did721,0.0,0.1,0.1,0.1,3.0,2.0,0.505,3.0,0.1,1.0,0.2222222222222222,0.1,0.1216931216931216,4.0,0.0,384.0,9.0,0.9,1.0,0.0,0.825,0.7853098526255172,0.2,0.1126760563380281,0.0666666666666666,2.0,0.0344827586206896,3.0,0.09,3.0,0.1,SVM
qsar-biodeg_did1494,0.048780487804878,0.902439024390244,0.024390243902439,0.073170731707317,1.0,0.354,0.6871608265947888,2.5,0.024390243902439,0.1707317073170731,0.9768292682926828,0.0966824644549763,0.0395115690151594,6.0,0.048780487804878,6940.444444444444,18.0,0.8584905660377359,2.0,0.0588235294117647,0.7837286612758311,0.704182247253049,0.0,0.1152263374485596,0.0012195121951219,5.0,0.0368852459016393,2.5,0.0255924170616113,6.0,0.024390243902439,MLP
quake_did772,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0,144.64,0.5087029129497316,3.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0569329660238751,0.0879629629629629,21.0,0.3333333333333333,5690066.823529412,53.0,0.576036866359447,1.0,0.0606060606060606,0.516575064473851,0.0697566509150365,0.1,0.2101694915254237,0.3333333333333333,7.0,0.0277777777777777,3.0,0.2998163452708907,7.0,0.3333333333333333,LogisticRegression
rmftsa_sleepdata_did679,0.5,0.5,0.5,0.5,3.5,0.6000000000000014,0.3007424328954882,2.0,0.5,0.5,0.0,0.0068359375,0.0714285714285714,13.0,0.5,58833.454545454544,44.0,0.4174757281553398,1.0,0.0555555555555555,0.3406244051018465,0.2752094700689521,0.1,0.1236133122028526,0.0,4.0,0.1764705882352941,7.0,0.0,3.0,0.5,DecisionTree
seeds_did1499,0.1428571428571428,0.5714285714285714,0.2857142857142857,0.1428571428571428,1.0,0.1101999999999999,0.6190476190476191,2.0,0.1428571428571428,0.2857142857142857,0.5714285714285714,0.0142857142857142,0.12,2.5,0.1428571428571428,102.4,4.0,1.0,4.0,0.0,0.8761904761904761,0.9283408780108005,0.0,0.1290322580645161,0.0476190476190476,7.0,0.0857142857142857,2.0,0.2047619047619047,4.0,0.1428571428571428,MLP
segment_did958,0.1052631578947368,0.5263157894736842,0.1052631578947368,0.0526315789473684,2.5,0.0,0.903896103896104,2.0,0.0526315789473684,0.2105263157894736,0.7894736842105263,0.0303030303030303,0.0,3.0,0.0526315789473684,115.2,3.0,1.0,4.0,0.0,0.9935064935064936,0.7739809517521904,0.1,0.0,0.0116959064327485,3.0,0.0093457943925233,5.0,0.0004329004329004,5.0,0.0526315789473684,LogisticRegression
seismic-bumps_did1500,0.1428571428571428,0.5714285714285714,0.2857142857142857,0.1428571428571428,1.0,0.1101999999999999,0.6190476190476191,2.0,0.1428571428571428,0.2857142857142857,0.5714285714285714,0.0142857142857142,0.12,2.5,0.1428571428571428,102.4,4.0,1.0,4.0,0.0,0.8761904761904761,0.9283408780108005,0.0,0.1290322580645161,0.0476190476190476,7.0,0.0857142857142857,2.0,0.2047619047619047,4.0,0.1428571428571428,MLP
space_ga_did737,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.1666666666666666,3.0,3.157128,0.6160242713411471,4.5,0.1666666666666666,0.1666666666666666,0.6666666666666666,0.0376569037656903,0.0091836734693877,13.0,0.1666666666666666,81547.63636363637,56.0,0.5612903225806452,4.0,0.0869565217391304,0.4786069909760398,0.6784979506818744,0.1,0.3177142857142857,0.2,2.0,0.0238095238095238,7.0,0.00418410041841,3.0,0.1666666666666666,DecisionTree
stock_did841,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.2222222222222222,4.0,12.375,0.8189473684210526,3.0,0.1111111111111111,0.4444444444444444,0.5833333333333334,0.0073684210526315,0.1697530864197531,4.0,0.1111111111111111,731.4285714285714,7.0,1.0,4.5,0.0,0.8368421052631578,0.7383780871812702,0.0,0.0759493670886076,0.0277777777777777,3.0,0.0246913580246913,3.0,0.0126315789473684,3.0,0.1111111111111111,KNN
strikes_did770,0.1666666666666666,0.8333333333333334,0.1666666666666666,0.1666666666666666,1.0,17.0,1.0,6.5,0.1666666666666666,0.1666666666666666,0.6666666666666666,0.0512,0.4052083333333333,4.0,0.1666666666666666,309.3333333333333,7.0,0.9032258064516128,6.5,0.0,0.5974398361495136,0.3678809967950793,0.1,0.0,0.0666666666666666,4.0,0.0208333333333333,2.5,0.0688,2.5,0.1666666666666666,DecisionTree
student_lifestyle_dataset_did46752,0.2857142857142857,0.8571428571428571,0.1428571428571428,0.1428571428571428,2.0,1.7599999999999998,0.7849999999999999,3.5,0.1428571428571428,0.1428571428571428,0.6666666666666666,0.1015,0.3396164021164021,1.0,0.1428571428571428,9.333333333333332,1.0,0.335,5.5,0.0,0.1135,0.8057059645269632,0.1,0.2857142857142857,0.0952380952380952,6.0,0.0595238095238095,3.5,0.108,2.5,0.1428571428571428,DecisionTree
sylvine_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True_did44678,0.05,0.75,0.05,0.05,2.0,44.0,0.8594999999999999,2.0,0.15,0.25,0.9894736842105264,0.052,0.7126827485380117,5.0,0.15,11980.8,13.0,0.745,4.0,0.0454545454545454,0.7070000000000001,0.7316471388623079,0.1,0.2060085836909871,0.0052631578947368,7.0,0.0083333333333333,6.0,0.0865,3.0,0.05,LogisticRegression
thyroid-new_did40682,0.2,0.2,0.2,0.4,3.0,9.8,0.9114718614718617,3.0,0.2,0.6,0.3,0.1581395348837209,0.24,2.0,0.2,48.0,3.0,1.0,5.5,0.0,0.93982683982684,0.8907044778957607,0.3,0.1739130434782608,0.2,5.0,0.08,6.0,0.0046511627906976,6.5,0.2,LogisticRegression
total_score_did46505,0.1,0.9,0.1,0.1,5.0,0.92082,0.4353677621283255,3.5,0.1,0.1,0.9333333333333332,0.1043115438108484,0.0055555555555555,4.0,0.1,1974.857142857143,24.0,0.4444444444444444,2.0,0.0,0.3685054773082942,0.6036803275485971,0.0,0.0744186046511627,0.0222222222222222,6.0,0.875,3.5,0.0083449235048678,3.5,0.3,DecisionTree
user-knowledge_did1508,0.0,0.4,0.2,0.2,1.0,0.9,0.6821951219512195,2.5,0.2,1.0,0.3,0.064516129032258,0.1693877551020408,4.0,0.4,426.6666666666667,7.0,0.875,4.0,0.0,0.7773170731707317,0.968019138079099,0.1,0.1012658227848101,0.2,7.0,0.0571428571428571,2.5,0.0223325062034739,3.0,0.2,MLP
vehicle_did54,0.1666666666666666,0.9444444444444444,0.0555555555555555,0.0555555555555555,3.0,12.0,0.3098459383753501,5.0,0.0555555555555555,0.0555555555555555,0.9019607843137256,0.0023640661938534,0.0296139159949087,6.0,0.0555555555555555,7680.0,21.0,0.6904761904761905,2.0,0.0,0.6513445378151261,0.8419912289146736,0.0,0.1115241635687732,0.0130718954248366,3.0,0.0063291139240506,6.0,0.1950354609929078,6.0,0.1666666666666666,LogisticRegression
vertebra-column_did1523,0.1666666666666666,0.5,0.1666666666666666,0.3333333333333333,2.0,55.986812,0.7064516129032259,2.0,0.1666666666666666,0.6666666666666666,0.2666666666666666,0.0806451612903225,0.2537037037037037,5.5,0.1666666666666666,822.8571428571429,11.0,0.935483870967742,4.0,0.125,0.8354838709677418,0.756827363997998,0.2,0.0898876404494382,0.0666666666666666,5.0,0.0277777777777777,2.0,0.0,3.5,0.1666666666666666,LogisticRegression
vinnie_did860,0.5,0.5,0.5,0.5,1.5,3.0,0.8342105263157895,2.0,0.5,1.0,0.0,0.0210526315789473,0.1071428571428571,3.0,0.5,179.2,11.0,0.868421052631579,2.0,0.0,0.7473684210526316,0.7200137054308037,0.0,0.0727272727272727,0.0,5.0,0.1818181818181818,7.0,0.0447368421052631,3.5,0.5,DecisionTree
visualizing_galaxy_did925,0.25,0.25,0.25,0.25,1.0,59.151069,0.8180871212121212,4.5,0.25,0.75,0.5,0.0309597523219814,0.1064814814814814,2.0,0.5,202.66666666666663,3.0,1.0,4.0,0.0,0.8418560606060606,0.7978154520188914,0.0,0.1081081081081081,0.3333333333333333,2.0,0.0833333333333333,6.5,0.1764705882352941,3.0,0.25,MLP
volcanoes-a1_did1527,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,2.5,0.422818,1.0,2.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.2297047970479704,0.2670068027210884,8.0,0.6666666666666666,8419.555555555555,24.0,1.0,6.5,0.0666666666666666,1.0,0.6436070660993053,0.0,0.0745762711864406,0.3333333333333333,1.5,0.0238095238095238,2.5,0.0006150061500615,3.0,0.3333333333333333,DecisionTree
wall-robot-navigation_did1525,0.5,0.5,0.5,0.5,1.5,4.505,0.7424851295493498,2.5,0.5,1.0,0.0,0.096041055718475,0.2006920415224913,1.0,0.5,9.333333333333332,1.0,0.9926605504587156,4.0,0.0,0.9767264845246496,0.6856375436662854,0.0,0.2857142857142857,0.0,4.0,0.088235294117647,2.5,0.0,3.0,0.5,DecisionTree
waveform_did47155,0.0952380952380952,0.1904761904761904,0.1428571428571428,0.0952380952380952,1.0,6.1158,0.48125,7.0,0.0476190476190476,0.8571428571428571,0.3142857142857143,0.05375,0.1525573192239858,4.0,0.0952380952380952,1755.428571428571,17.0,0.825,2.0,0.0714285714285714,0.7575,0.6801298709515308,0.3,0.1465968586387434,0.019047619047619,5.0,0.0158730158730158,5.0,0.06,2.0,0.0952380952380952,LogisticRegression
wdbc_did1510,0.0333333333333333,0.9333333333333332,0.0333333333333333,0.0333333333333333,3.0,0.028945,0.8506892230576442,6.5,0.0333333333333333,0.0333333333333333,0.9954022988505749,0.1124780316344463,0.0194324712643678,3.0,0.0333333333333333,140.8,6.0,0.9473684210526316,2.0,0.1428571428571428,0.9156954887218044,0.8799571923747476,0.0,0.0,0.0022988505747126,3.0,0.0041666666666666,3.0,0.0351493848857645,7.0,0.1666666666666666,LogisticRegression
wilt_did40983,0.2,0.4,0.2,0.2,5.0,156.508431,0.9076176787639236,3.5,0.2,0.4,0.7,0.2300061996280223,0.00390625,4.0,0.2,1408.0,16.0,0.9917355371900828,1.0,0.1666666666666666,0.9782933798744076,0.390823801731175,0.2,0.1045751633986928,0.1,4.0,0.025,3.5,0.0,3.5,0.2,KNN
wine_did43980,0.0909090909090909,0.8181818181818182,0.0909090909090909,0.1818181818181818,3.0,0.01609,0.5176424632352941,2.5,0.0909090909090909,0.1818181818181818,0.9636363636363636,0.086530931871574,0.3941904249596557,19.0,0.0909090909090909,39014.4,46.0,0.6745098039215687,1.0,0.0555555555555555,0.6127696078431372,0.5402119067348086,0.1,0.1734559789750328,0.0181818181818181,2.0,0.0069930069930069,2.5,0.0125293657008613,7.0,0.0909090909090909,DecisionTree
